Start time: 2011-4-1 16:02:07
Channels:1
Time [ms],Y1 label
15774,172.000,0.000
15775,172.000,0.000
15776,172.000,0.000
15777,172.000,0.000
15778,171.000,0.000
15779,170.000,0.000
15780,170.000,0.000
15781,170.000,0.000
15782,171.000,0.000
15783,171.000,0.000
15784,172.000,0.000
15785,172.000,0.000
15786,172.000,0.000
15787,171.000,0.000
15788,170.000,0.000
15789,171.000,0.000
15790,171.000,0.000
15791,172.000,0.000
15792,172.000,0.000
15793,173.000,0.000
15794,173.000,0.000
15795,171.000,0.000
15796,171.000,0.000
15797,170.000,0.000
15798,171.000,0.000
15799,171.000,0.000
15800,172.000,0.000
15801,173.000,0.000
15802,173.000,0.000
15803,172.000,0.000
15804,171.000,0.000
15805,171.000,0.000
15806,170.000,0.000
15807,170.000,0.000
15808,172.000,0.000
15809,172.000,0.000
15810,173.000,0.000
15811,172.000,0.000
15812,172.000,0.000
15813,171.000,0.000
15814,171.000,0.000
15815,170.000,0.000
15816,171.000,0.000
15817,172.000,0.000
15818,173.000,0.000
15819,172.000,0.000
15820,172.000,0.000
15821,171.000,0.000
15822,171.000,0.000
15823,170.000,0.000
15824,171.000,0.000
15825,172.000,0.000
15826,173.000,0.000
15827,173.000,0.000
15828,173.000,0.000
15829,172.000,0.000
15830,171.000,0.000
15831,170.000,0.000
15832,170.000,0.000
15833,171.000,0.000
15834,172.000,0.000
15835,172.000,0.000
15836,172.000,0.000
15837,172.000,0.000
15838,171.000,0.000
15839,170.000,0.000
15840,170.000,0.000
15841,171.000,0.000
15842,172.000,0.000
15843,172.000,0.000
15844,173.000,0.000
15845,173.000,0.000
15846,172.000,0.000
15847,171.000,0.000
15848,171.000,0.000
15849,171.000,0.000
15850,171.000,0.000
15851,172.000,0.000
15852,173.000,0.000
15853,173.000,0.000
15854,172.000,0.000
15855,171.000,0.000
15856,171.000,0.000
15857,171.000,0.000
15858,171.000,0.000
15859,171.000,0.000
15860,172.000,0.000
15861,173.000,0.000
15862,173.000,0.000
15863,172.000,0.000
15864,171.000,0.000
15865,171.000,0.000
15866,171.000,0.000
15867,171.000,0.000
15868,172.000,0.000
15869,173.000,0.000
15870,173.000,0.000
15871,172.000,0.000
15872,171.000,0.000
15873,171.000,0.000
15874,170.000,0.000
15875,170.000,0.000
15876,171.000,0.000
15877,172.000,0.000
15878,173.000,0.000
15879,172.000,0.000
15880,172.000,0.000
15881,171.000,0.000
15882,171.000,0.000
15883,170.000,0.000
15884,171.000,0.000
15885,172.000,0.000
15886,173.000,0.000
15887,172.000,0.000
15888,172.000,0.000
15889,172.000,0.000
15890,171.000,0.000
15891,170.000,0.000
15892,170.000,0.000
15893,171.000,0.000
15894,172.000,0.000
15895,172.000,0.000
15896,172.000,0.000
15897,172.000,0.000
15898,171.000,0.000
15899,170.000,0.000
15900,170.000,0.000
15901,171.000,0.000
15902,172.000,0.000
15903,172.000,0.000
15904,173.000,0.000
15905,172.000,0.000
15906,172.000,0.000
15907,170.000,0.000
15908,170.000,0.000
15909,171.000,0.000
15910,171.000,0.000
15911,172.000,0.000
15912,173.000,0.000
15913,173.000,0.000
15914,172.000,0.000
15915,171.000,0.000
15916,171.000,0.000
15917,171.000,0.000
15918,171.000,0.000
15919,172.000,0.000
15920,173.000,0.000
15921,173.000,0.000
15922,173.000,0.000
15923,172.000,0.000
15924,171.000,0.000
15925,171.000,0.000
15926,171.000,0.000
15927,171.000,0.000
15928,172.000,0.000
15929,173.000,0.000
15930,173.000,0.000
15931,172.000,0.000
15932,172.000,0.000
15933,171.000,0.000
15934,171.000,0.000
15935,171.000,0.000
15936,172.000,0.000
15937,173.000,0.000
15938,173.000,0.000
15939,173.000,0.000
15940,172.000,0.000
15941,171.000,0.000
15942,171.000,0.000
15943,171.000,0.000
15944,171.000,0.000
15945,172.000,0.000
15946,173.000,0.000
15947,173.000,0.000
15948,172.000,0.000
15949,172.000,0.000
15950,171.000,0.000
15951,171.000,0.000
15952,171.000,0.000
15953,172.000,0.000
15954,173.000,0.000
15955,173.000,0.000
15956,173.000,0.000
15957,172.000,0.000
15958,172.000,0.000
15959,170.000,0.000
15960,171.000,0.000
15961,171.000,0.000
15962,172.000,0.000
15963,172.000,0.000
15964,172.000,0.000
15965,172.000,0.000
15966,171.000,0.000
15967,170.000,0.000
15968,170.000,0.000
15969,171.000,0.000
15970,171.000,0.000
15971,172.000,0.000
15972,173.000,0.000
15973,173.000,0.000
15974,172.000,0.000
15975,171.000,0.000
15976,170.000,0.000
15977,170.000,0.000
15978,171.000,0.000
15979,171.000,0.000
15980,172.000,0.000
15981,172.000,0.000
15982,172.000,0.000
15983,170.000,0.000
15984,170.000,0.000
15985,170.000,0.000
15986,170.000,0.000
15987,170.000,0.000
15988,172.000,0.000
15989,172.000,0.000
15990,172.000,0.000
15991,171.000,0.000
15992,171.000,0.000
15993,170.000,0.000
15994,170.000,0.000
15995,170.000,0.000
15996,171.000,0.000
15997,172.000,0.000
15998,172.000,0.000
15999,171.000,0.000
16000,171.000,0.000
16001,170.000,0.000
16002,170.000,0.000
16003,170.000,0.000
16004,171.000,0.000
16005,172.000,0.000
16006,173.000,0.000
16007,172.000,0.000
16008,172.000,0.000
16009,171.000,0.000
16010,171.000,0.000
16011,170.000,0.000
16012,171.000,0.000
16013,172.000,0.000
16014,172.000,0.000
16015,172.000,0.000
16016,172.000,0.000
16017,171.000,0.000
16018,171.000,0.000
16019,170.000,0.000
16020,170.000,0.000
16021,171.000,0.000
16022,172.000,0.000
16023,172.000,0.000
16024,172.000,0.000
16025,172.000,0.000
16026,171.000,0.000
16027,170.000,0.000
16028,170.000,0.000
16029,171.000,0.000
16030,172.000,0.000
16031,172.000,0.000
16032,173.000,0.000
16033,172.000,0.000
16034,172.000,0.000
16035,170.000,0.000
16036,170.000,0.000
16037,170.000,0.000
16038,171.000,0.000
16039,172.000,0.000
16040,172.000,0.000
16041,173.000,0.000
16042,172.000,0.000
16043,171.000,0.000
16044,171.000,0.000
16045,171.000,0.000
16046,171.000,0.000
16047,172.000,0.000
16048,173.000,0.000
16049,173.000,0.000
16050,173.000,0.000
16051,172.000,0.000
16052,171.000,0.000
16053,171.000,0.000
16054,171.000,0.000
16055,171.000,0.000
16056,172.000,0.000
16057,173.000,0.000
16058,173.000,0.000
16059,172.000,0.000
16060,171.000,0.000
16061,171.000,0.000
16062,171.000,0.000
16063,171.000,0.000
16064,172.000,0.000
16065,173.000,0.000
16066,173.000,0.000
16067,173.000,0.000
16068,172.000,0.000
16069,172.000,0.000
16070,171.000,0.000
16071,171.000,0.000
16072,171.000,0.000
16073,173.000,0.000
16074,173.000,0.000
16075,173.000,0.000
16076,172.000,0.000
16077,172.000,0.000
16078,171.000,0.000
16079,171.000,0.000
16080,171.000,0.000
16081,172.000,0.000
16082,173.000,0.000
16083,173.000,0.000
16084,173.000,0.000
16085,173.000,0.000
16086,172.000,0.000
16087,171.000,0.000
16088,171.000,0.000
16089,172.000,0.000
16090,172.000,0.000
16091,172.000,0.000
16092,173.000,0.000
16093,172.000,0.000
16094,171.000,0.000
16095,170.000,0.000
16096,170.000,0.000
16097,171.000,0.000
16098,172.000,0.000
16099,172.000,0.000
16100,173.000,0.000
16101,173.000,0.000
16102,172.000,0.000
